University Name ,State,CDS Year,TotalUndergraduateFTMen,TotalUndergradMenPT,TotalUndergradFTWomen,TotalUndergradPTWomen,TotalFTUndergradMenWomen,TotalUndergraduateMenEnrolled,PercentUndergradMenEnrolled,TotalUndergraduateWomenEnrolled,PercentUndergradWomenEnrolled,TotalUndergraduateOtherGenderEnrolled,PercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,TotalFTGraduateMen,TotalPTGraduateMen,TotalFTGraduateWomen,TotalPTGraduateWomen,TotalGraduateMenEnrolled,PercentGraduateMenEnrolled,TotalGraduateWomenEnrolled,PercentGraduateWomenEnrolled,TotalGraduateOtherGenderEnrolled,PercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,PercentMenEnrolled,PercentWomenEnrolled,TotalAllStudentsEnrolled,TotalNonResidentUndergrad,PercentNonResidentUndergrad,TotalHispanicUndergrad,PercentHispanicUndergrad,TotalBlackUndergrad,PercentBlackUndergrad,TotalWhiteUndergrad,PercentWhiteUndergrad,TotalNativeAmericanUndergrad,PercentNativeAmericanUndergrad,TotalAsianUndergrad,PercentAsianUndergrad,TotalPacificIslanderUndergrad,PercentPacificIslanderUndergrad,Total2+RacesUndergrad,Percent2+RacesUndergrad,TotalUnknownRaceUndergrad,PercentUnknownRaceUndergrad,PellGrantRecipients2016Cohort,Total2016Cohort,Percent2016CohortGotPellGrands,TotalSixYearGraduation Rate %2016Cohort,PellGrantRecipients2015Cohort,Total2015Cohort,Percent2015CohortGotPellGrants,TotalSixYearGraduation Rate %2015Cohort,RetentionRateUndergradFirstYear%,FTFYMenApplied,PercentFTFYMenApplied,FTFYWomenApplied,PercentFTFYWomenApplied,FTFYOtherGenderApplied,PercentFTFYOtherGenderApplied,FTFYTotalApplied,FTFYMenAdmitted,PercentFTFYMenAdmitted,FTFYWomenAdmitted,PercentFTFYWomenAdmitted,FTFYOtherGenderAdmitted,PercentOtherGenderAdmitted,FTFYTotalAdmitted,FTFYMenEnrolledFT,FTFYMenEnrolledPT,PercentFTFYMenEnrolled,FTFYWomenEnrolledFT,FTFYWomenEnrolledPT,PercentFTFYWomenEnrolled,FTFYOtherGenderEnrolledFT,FTFYOtherGenderEnrolledPT,PercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,ResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,TotalTransferMenEnrolled,PercentTransferMenEnrolled,TotalTransferWomenEnrolled,PercentTransferWomenEnrolled,TotalAppliedTransfer,TotalAdmittedTransfer,TotalEnrolledTransfer,PercentEnrolledStudentsTransfer,PercentUndergradOutOfState,PercentUndergradOnCampus,PercentUndergradOffCampus,AverageUndergradStudentAge,InStateTuitionCost,OutStateTuitionCost,NonresidentTuitionCost,InStateCreditHourCost,OutStateCreditHourCost,NonresidentCrediHourCost,TotalNeedBasedScholarship,TotalNonNeedScholarship,FTUndergradApplyNeedBasedFinancialAid,PercentUndergradApplyForNeedBasedFinancialAid,FTUndergradAwardedFinancialAid,FTUndergradAwardedNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,Student/FacultyRatio,Current Minimum Wage,Preemption,NomPreemption,Hypertension,Cardiovascular Disease,Avoided Care Due To Cost,Drug Deaths (per 100.000),Suicide (per 100.000),High Cholesterol,Depression Women,Multiple Chronic Conditions,Income Inequality,Violent Crime Rate (per 100.000),Child Mortality,Infant Mortality (per 100.000),Percent Black,Percent White,Median Wage,Cost Of Living Index,Housing Insecurity,Food Insecurity
Michigan State University,Michigan,2022-2023,17245,1699,18737,1520,35982,18944,48.32529782,20257,51.67470218,0,0,39201,3709,888,4601,1624,4597,42.47828498,6225,57.52171502,0,0,10822,47.06035224,52.93964776,50023,2340,4.67784819,2358,4.713831637,2590,5.177618296,26300,52.57581513,93,0.185914479,3044,6.085200808,26,0.051976091,1593,3.184535114,857,1.713211923,1504,7856,19.14460285,81.9,1792,7848,22.83384302,82.3,89.2,24979,46.82889335,28362,53.17110665,0,0,53341,21668,46.18663938,25246,53.81336062,0,0,46914,4647,83,48.12290162,5008,91,51.87709838,0,0,0,9829,GEDorHSDiplomaAccepted,Yes,3.8,65,Yes,664,48.18577649,714,51.81422351,3706,2459,1378,3.515216449,15,43,57,21,18016,44368,44368,521.75,1434.25,1434.25,150972496,125967673,23019,63.97365349,15276,13205,57.36565446,36.69890501,57.1,11341,5147,6864,50,31591,1141,28720,16.6,9.87,1,Yes,0.35,0.1,0.08,28.1,14.4,0.37,0.23,0.12,4.62,478,26.8,6.3,0.15,0.81,58000,92.7,0.15,0.11
University of Michigan,Michigan,2022-2023,14802,778,16517,598,31319,15580,47.65254626,17115,52.34745374,0,0,32695,7715,1444,8311,1060,9159,49.42795467,9371,50.57204533,0,0,18530,48.29477794,51.70522206,51225,2866,5.594924353,2705,5.280624695,1334,2.604197169,16653,32.50951684,40,0.078086872,5857,11.43387018,18,0.035139092,1645,3.211322596,1577,3.078574915,1100,6675,16.47940075,93.2,891,6050,14.72727273,93.7,97,42004,49.83331158,42283,50.16431563,2,0.002372789,84289,8480,56.85932681,6434,43.14067319,0,0,14914,3060,9,43.53191489,3964,17,56.46808511,0,0,0,7050,GEDorHSDiplomaAccepted,Yes,3.9,75,Yes,704,52.45901639,638,47.54098361,5633,2062,1342,4.10460315,39,27,73,20,17454,56941,56941,738,2420,2420,224792253,108480665,16876,53.88422363,11258,9562,56.66034605,30.53098758,90,22887,3286,6027,35,28487,0,0,15,9.87,1,Yes,0.35,0.1,0.08,28.1,14.4,0.37,0.23,0.12,4.62,478,26.8,6.3,0.15,0.81,58000,92.7,0.15,0.11
Wayne State University,Michigan,2022-2023,4882,1737,7290,2207,12172,6619,41.07098536,9497,58.92901464,0,0,16116,1907,1055,2972,1738,2962,38.60792492,4710,61.39207508,0,0,7672,40.27661006,59.72338994,23788,329,1.383050277,1110,4.666218261,2528,10.627207,8828,37.11114848,39,0.163948209,2267,9.530015134,6,0.025222801,668,2.808138557,341,1.43349588,1008,2396,42.07011686,60.3,1065,2319,45.92496766,55.76,83.7,5496,39.25153549,8506,60.74846451,0,0,14002,4167,39.50886508,6380,60.49113492,0,0,10547,984,61,40.55102833,1475,57,59.44897167,0,0,0,2577,GEDorHSDiplomaAccepted,Yes,3.43,25,Yes,612,40.26315789,908,59.73684211,3408,2592,1520,9.43162075,4,13,87,22,13660,31354,31354,567.97,1303.7,1303.7,59669799,51474368,10531,86.51823858,8922,6758,64.17244326,55.52086756,52,8005,2806,5334,57,26443.86,173,9160,16,9.87,1,Yes,0.35,0.1,0.08,28.1,14.4,0.37,0.23,0.12,4.62,478,26.8,6.3,0.15,0.81,58000,92.7,0.15,0.11
University of Minnesota,Minnesota,2022-2023,13234,4428,15823,5763,29057,17662,45.00101916,21586,54.99898084,0,0,39248,3747,2981,5557,3422,6728,42.83440504,8979,57.16559496,0,0,15707,44.3817669,55.6182331,54955,1947,3.542898735,2388,4.345373487,3065,5.57729051,23552,42.8568829,136,0.247475207,4637,8.437812756,28,0.050950778,1798,3.27176781,1697,3.087981075,1053,5858,17.97541823,84.36,1076,5756,18.69353718,84.21,90.21,17665,46.42575558,20336,53.44546649,0,0,38050,12637,44.33412854,15848,55.59921415,0,0,28504,2953,14,44.04037405,3745,16,55.82603533,0,0,0,6737,GEDorHSDiplomaAccepted,Yes,3.715,55,Yes,830,50.39465695,817,49.60534305,4829,2707,1647,4.196392173,24.7,23.1,76.9,20,10970,31415,31520,385,1137,1137,174565910,24356548,19431,66.87201019,13002,11601,59.70356647,39.92497505,77.1,13570,2762,5676,51,26576,199,4372,16,10.33,0,No,0.3,0.07,0.07,18.8,13.5,0.31,0.21,0.08,4.25,278,22.4,4.8,0.08,0.83,63640,94.1,0.12,0.07
Mississippi State University,Mississippi,2022-2023,8164,902,8457,782,16621,9066,49.52745152,9239,50.47254848,0,0,18305,880,1039,1261,1164,1919,44.17587477,2425,55.82412523,0,0,4344,48.50103757,51.49896243,22649,215,0.949269283,701,3.095059385,2812,12.41555919,13582,59.96732748,96,0.423859773,294,1.298070555,9,0.039736854,469,2.0707316,127,0.560731158,1180,3617,32.62372132,63.1,1065,4109,25.91871502,74,80.5,8064,42.82527881,10766,57.17472119,0,0,18830,6136,43.33945473,8022,56.66054527,0,0,14158,1612,6,48.05464805,1741,8,51.94535195,0,0,0,3367,GEDorHSDiplomaAccepted,Yes,3.61,40,Yes,898,49.09786769,931,50.90213231,3902,2765,1829,9.991805518,31,32,68,21,9248,25294,25294,385.5,1054.25,1054.25,102949902,33332065,13231,79.60411528,11129,10702,80.8857985,64.38842428,55.5,8651,2517,5737,52.32,25797,283,2571,16,7.25,1,Yes,0.44,0.12,0.13,20.3,14.1,0.38,0.2,0.14,5.33,291,43.9,8.6,0.39,0.61,45180,85.3,0.15,0.15
University of Mississippi,Mississippi,2022-2023,6879,551,9361,511,16240,7430,42.94301237,9872,57.05698763,0,0,17302,1445,451,2057,1045,1896,37.93517407,3102,62.06482593,0,0,4998,41.8206278,58.1793722,22300,262,1.174887892,846,3.793721973,1858,8.331838565,13472,60.41255605,58,0.260089686,348,1.560538117,13,0.058295964,429,1.923766816,16,0.071748879,876,3895,22.49037227,68,852,3904,21.82377049,68,89,8859,39.70687105,13449,60.27968267,3,0.013446282,22311,8617,39.66033046,13107,60.32586183,3,0.013807705,21727,1896,20,42.91153415,2533,16,57.08846585,0,0,0,4465,GEDorHSDiplomaAccepted,Yes,3.6,65,Yes,527,40.07604563,788,59.92395437,1878,1682,1315,7.600277425,48,31,69,20,9072,26292,26292,378,1095.5,1095.5,70315159,63087723,10153,62.51847291,6864,6314,62.18851571,38.87931034,74,11876,4277,12037,47,33582,135,24294,16,7.25,1,Yes,0.44,0.12,0.13,20.3,14.1,0.38,0.2,0.14,5.33,291,43.9,8.6,0.39,0.61,45180,85.3,0.15,0.15
University of Southern Mississippi,Mississippi,2022-2023,2936,681,5688,953,8624,3617,35.26028466,6641,64.73971534,0,0,10258,564,548,898,1258,1112,34.02692778,2156,65.97307222,0,0,3268,34.96229484,65.03770516,13526,190,1.404702055,427,3.15688304,2907,21.49194145,6111,45.179654,45,0.332692592,170,1.256838681,12,0.088718025,393,2.905515304,3,0.022179506,699,1553,45.00965873,50.45,1065,4109,25.91871502,74,67.55,3007,33.2522393,6036,66.7477607,0,0,9043,2954,33.02403577,5991,66.97596423,0,0,8945,531,14,33.5591133,1062,17,66.4408867,0,0,0,1624,GEDorHSDiplomaAccepted,Yes,3.43,40,Yes,465,34.64977645,877,65.35022355,1953,1919,1342,13.08247222,18,19,81,24,9340,11340,11340,385,385,385,44912011,35422313,7909,91.70918367,6390,4478,56.6190416,51.92486085,71.6,6887,1056,6842,65,23640,102,12184,15,7.25,1,Yes,0.44,0.12,0.13,20.3,14.1,0.38,0.2,0.14,5.33,291,43.9,8.6,0.39,0.61,45180,85.3,0.15,0.15
University of Missouri,Missouri,2022-2023,9981,865,12018,888,21999,10846,45.66352307,12906,54.33647693,0,0,23752,1764,1142,2494,2164,2906,38.40867037,4658,61.56489559,0,0,7566,43.91084999,56.08276391,31318,233,0.743981097,1285,4.103071716,1269,4.051982885,18447,58.90222875,32,0.102177661,645,2.059518488,29,0.092598506,1059,3.381441982,207,0.660961747,911,4672,19.49914384,75.3,1174,6035,19.45318973,72.5,88.6,8547,42.09722701,11756,57.90277299,0,0,20303,6583,40.9772798,9482,59.0227202,0,0,16065,2121,30,43.16676701,2807,25,56.83323299,0,0,0,4983,GEDorHSDiplomaAccepted,Yes,3.715,55,Yes,588,46.629659,673,53.370341,2815,1929,1261,5.309026608,20,28,72,20,13000,33200,33200,542,1384,1384,106699973,67935728,15881,72.18964498,10182,9482,59.7065676,43.10195918,66,11941,6906,7264,51,26732,0,0,18,11.15,1,Yes,0.35,0.1,0.11,31.1,18.4,0.36,0.23,0.12,4.57,543,33.6,6.2,0.13,0.84,54520,88.4,0.13,0.12
Montana State University,Montana,2022-2023,6648,1089,5824,974,12472,7737,52.88086939,6798,46.46298954,96,0.65614107,14631,259,612,361,806,871,42.34321828,1167,56.73310647,19,0.923675255,2057,51.58197507,47.728907,16688,198,1.186481304,821,4.91970278,57,0.3415628,12297,73.68767977,186,1.114573346,166,0.99472675,12,0.071907958,792,4.745925216,102,0.611217641,628,2858,21.97340798,56.73,1065,4109,25.91871502,74,75.2,12112,42.06431896,16567,57.53629228,115,0.399388762,28794,9601,45.46789165,11433,54.14377723,82,0.388331123,21116,1728,264,53.09168443,1519,227,46.53518124,12,2,0.373134328,3752,GEDorHSDiplomaAccepted,Yes,3.64,38,No,244,51.58562368,216,45.66596195,2185,1210,473,3.232861732,50.8,32.5,67.5,20.8,5824,27391,27931,243,1141,1141,21964454.66,6427743.18,7842,62.87684413,4375,3309,42.1958684,26.5314304,63,5863,1453,1895,45,24900,80,6158.77,19,9.2,0,No,0.31,0.08,0.08,15.4,27.5,0.31,0.23,0.09,4.51,470,36.8,4.8,0.01,0.85,52200,103.7,0.14,0.1
University of Montana,Montana,2022-2023,2439,600,3373,803,5812,3039,42.12058212,4176,57.87941788,0,0,7215,398,521,731,1090,919,33.54014599,1821,66.45985401,0,0,2740,39.75891512,60.24108488,9955,97,0.974384731,473,4.751381215,64,0.642893019,5359,53.8322451,269,2.702159719,101,1.014565545,6,0.06027122,609,6.11752888,237,2.380713209,345,1179,29.26208651,47.3,1065,4109,25.91871502,74,74,3768,42.13351224,5165,57.75466846,10,0.1118193,8943,3544,41.54747948,4979,58.37045721,7,0.082063306,8530,623,55,41.82603331,839,66,55.82973473,1,0,0.061690315,1621,GEDorHSDiplomaAccepted,No,3.37,30,No,278,42.31354642,379,57.68645358,1766,1379,657,9.106029106,36,63,37,22,7720,29622,29622,257.33,987.4,987.4,20372999,7294567,4277,73.58912595,3012,1698,39.70072481,29.21541638,46,4920,1312,5828,57,25880,1969,20323,17.4,9.2,0,No,0.31,0.08,0.08,15.4,27.5,0.31,0.23,0.09,4.51,470,36.8,4.8,0.01,0.85,52200,103.7,0.14,0.1
University of Nebraska-Lincoln,Nebraska,2022-2023,9016,600,9159,414,18175,9616,50.11204336,9573,49.88795664,0,0,19189,1293,959,1226,1136,2252,48.78682842,2362,51.16984402,2,0.043327556,4616,49.85507246,50.13652594,23805,709,2.97836589,1701,7.145557656,552,2.31884058,14579,61.24343625,37,0.155429532,727,3.053980256,13,0.054610376,684,2.873345936,187,0.785549254,1085,4307,25.19154864,65,1086,4109,26.42978827,66,81.7,8533,44.71050563,10552,55.28949437,0,0,19085,6585,43.85322323,8431,56.14677677,0,0,15016,2244,12,48.62068966,2372,12,51.37931034,0,0,0,4640,GEDorHSDiplomaAccepted,Yes,3.67,45,Yes,397,53.21715818,349,46.78284182,2064,1058,746,3.887643963,25,50,50,21,8040,25770,25770,268,859,859,87958781,56659617,17083,93.99174691,8415,7537,44.11988527,41.46905089,68,9406,2484,8635,54,24811,92,7151,16,9,0,No,0.32,0.07,0.09,11.4,15,0.35,0.18,0.08,4.32,334,25.5,5.4,0.06,0.87,55070,90.1,0.12,0.11
University of New Hampshire,New Hampshire,2022-2023,4847,157,6347,129,11194,5004,43.58885017,6476,56.41114983,0,0,11480,540,454,832,640,994,40.3081914,1472,59.6918086,0,0,2466,43.00874803,56.99125197,13946,138,0.989531048,454,3.255413739,94,0.674028395,9737,69.81930303,8,0.057364119,318,2.28022372,1,0.007170515,276,1.979062097,454,3.255413739,574,2820,20.35460993,78,708,3116,22.72143774,78,85.8,8814,41.93947469,12202,58.06052531,0,0,21016,7382,40.38072316,10899,59.61927684,0,0,18281,1266,2,43.09993202,1673,1,56.90006798,0,0,0,2942,GEDorHSDiplomaAccepted,Yes,3.58,50,Yes,176,48.08743169,190,51.91256831,1008,791,366,3.18815331,54,56,44,20,15520,35290,35290,645,1470,1470,104622879,15368998,9122,81.49008397,7033,6346,69.56807718,56.69108451,68,9560,2818,7444,74,44341,76,33912,16,7.25,0,No,0.3,0.08,0.07,28.9,16.7,0.33,0.23,0.1,4.08,146,20.5,3.4,0.02,0.92,62550,115,0.14,0.05
New Jersey Institute of Technology,New Jersey,2022-2023,5420,1131,1994,474,7414,6551,72.63554718,2468,27.36445282,0,0,9019,1522,739,713,339,2261,68.24630244,1052,31.75369756,0,0,3313,71.45637366,28.54362634,12332,577,4.678884204,2258,18.31008758,898,7.28186831,2847,23.0862796,10,0.081089848,1941,15.73953941,3,0.024326954,292,2.367823548,193,1.565034058,312,1036,30.11583012,73.71,1065,4109,25.91871502,74,89,8343,64.12759416,4667,35.87240584,0,0,13010,5159,60.09318579,3426,39.90681421,0,0,8585,1016,66,68.6984127,449,44,31.3015873,0,0,0,1575,GEDorHSDiplomaAccepted,Yes,3.75,75,Yes,486,77.26550079,143,22.73449921,2018,1227,629,6.97416565,4,24,79,22,15616,32528,32528,595,1392,1392,60009807,18326324,5880,79.30941462,4819,4819,81.95578231,64.9986512,51.4,13390,1084,14552,53,28089,290,20238,15,13,0,No,0.31,0.07,0.09,31.7,7.6,0.37,0.18,0.08,5.19,195,16.8,4,0.14,0.67,70890,114.1,0.19,0.08
Rutgers University - New Brunswick,New Jersey,2022-2023,17332,824,17335,853,34667,18156,49.95597623,18188,50.04402377,0,0,36344,3515,1683,5181,3914,5198,36.3674526,9095,63.6325474,0,0,14293,46.12042578,53.87957422,50637,2717,5.365641724,5472,10.80632739,2471,4.879830954,11772,23.24782274,29,0.057270375,11792,23.28731955,33,0.065169738,1302,2.571242372,756,1.492979442,1682,6241,26.95080917,84.4,1780,6387,27.86910913,83.8,92,19448,46.68939358,22206,53.31060642,0,0,41654,12593,45.60698247,15019,54.39301753,0,0,27612,3824,6,49.22879177,3945,5,50.77120823,0,0,0,7780,GEDorHSDiplomaAccepted,Yes,3.715,70,Yes,1030,48.08590103,1112,51.91409897,7273,4041,2142,5.893682589,7,40,60,21,13674,32436,32436,441,1054,1054,161945389,36672187,16488,47.56108114,15877,12682,76.91654537,36.58234055,15,12235,678,10324,47,26105,345,13317,15,13,0,No,0.31,0.07,0.09,31.7,7.6,0.37,0.18,0.08,5.19,195,16.8,4,0.14,0.67,70890,114.1,0.19,0.08
University of New Mexico,New Mexico,2022-2023,5072,1578,6921,2343,11993,6650,41.78710569,9264,58.21289431,0,0,15914,1287,1370,1778,1632,2657,43.79429702,3410,56.20570298,0,0,6067,42.34111278,57.65888722,21981,306,1.392111369,8018,36.47695737,486,2.211000409,4518,20.55411492,991,4.508439107,704,3.202766025,27,0.122833356,638,2.90250671,226,1.028160684,1461,3365,43.41753343,50.71,1065,4109,25.91871502,74,71.03,5757,42.095642,7897,57.74349225,22,0.16086575,13676,4603,41.41250562,6495,58.43454791,17,0.152946469,11115,1455,56,100,1939,59,132.2303111,0,0,0,1511,GEDorHSDiplomaAccepted,Yes,3.42,25,Yes,519,42.64585045,698,57.35414955,3076,2166,1217,7.647354531,15,7,93,23,10970,31415,31520,385,1137,1137,89985183,1009013,8863,73.90144251,6646,6398,72.18774681,53.34778621,63,9597,2762.5,6409,39.88,22375,0,0,17,11.5,0,No,0.33,0.07,0.09,38.3,24.7,0.36,0.2,0.1,5.43,778,35.3,5.7,0.03,0.77,54400,94.2,0.16,0.12
Binghamton University,New York,2022-2023,6645,188,7437,132,14082,6833,47.44479933,7569,52.55520067,0,0,14402,1295,695,1174,746,1990,50.89514066,1920,49.10485934,0,0,3910,48.18152031,51.81847969,18312,573,3.129095675,1892,10.33202272,670,3.658802971,7958,43.45784185,7,0.0382263,2481,13.54849279,1,0.0054609,543,2.965268676,277,1.512669288,584,2641,22.11283605,82.49,594,2593,22.90782877,83.81,90.7,18470,44.35425772,23172,55.64574228,0,0,41642,7382,42.46433502,10002,57.53566498,0,0,17384,1397,3,45.05954297,1706,1,54.94045703,0,0,0,3107,GEDorHSDiplomaAccepted,Yes,3.89,50,Yes,415,51.8102372,386,48.1897628,3738,1529,801,5.561727538,8,50,50,20,7070,24910,24910,295,1038,1038,66807667,12080386,10295,73.10751314,7077,6016,58.43613405,42.72120437,68,10848,799,8887,51,25975,154,4726,19,13.2,0,No,0.31,0.08,0.08,25.3,8.3,0.36,0.17,0.09,5.82,364,17.9,4.3,0.17,0.66,74870,125.1,0.2,0.1
Stony Brook University,New York,2022-2023,8018,592,8388,511,16406,8610,49.17471015,8899,50.82528985,0,0,17509,2769,802,2818,1812,3571,43.54347031,4630,56.45652969,0,0,8201,47.37845196,52.62154804,25710,1743,6.779463244,2557,9.94554648,1048,4.076234928,4782,18.59976663,12,0.046674446,5891,22.91326332,11,0.042784909,480,1.86697783,985,3.831194088,1013,2931,34.56158308,78,944,2836,33.28631876,78,87.83,18093,44.65973885,22420,55.34026115,0,0,40513,8324,41.81233675,11584,58.18766325,0,0,19908,1609,2,48.13265611,1733,3,51.86734389,0,0,0,3347,GEDorHSDiplomaAccepted,Yes,3.715,50,Yes,523,44.3596268,656,55.6403732,4643,2515,1179,6.733679822,7,50,50,20,7070,24990,24990,295,1041,1041,87516028,16087518,12292,74.92380836,9945,8735,71.06247966,53.24271608,62.5,9848,1849,5619,46,23899,250,5200,19,13.2,0,No,0.31,0.08,0.08,25.3,8.3,0.36,0.17,0.09,5.82,364,17.9,4.3,0.17,0.66,74870,125.1,0.2,0.1
"University at Albany, SUNY",New York,2022-2023,5240,364,6301,359,11541,5604,45.69471624,6660,54.30528376,0,0,12264,864,732,1355,1443,1596,36.32225762,2798,63.67774238,0,0,4394,43.22247569,56.77752431,16658,398,2.389242406,2275,13.65710169,2668,16.01632849,5028,30.18369552,35,0.210109257,1143,6.861568015,9,0.054028095,520,3.121623244,188,1.128586865,1224,2720,45,64.4,1053,2588,40.6877898,66.3,82.7,11141,42.79897046,14890,57.20102954,0,0,26031,7173,40.58963332,10499,59.41036668,0,0,17672,1111,3,42.02187854,1534,3,57.97812146,0,0,0,2651,GEDorHSDiplomaAccepted,Yes,3.715,50,Yes,445,51.68408827,416,48.31591173,2972,1770,861,7.020547945,4,51.8,45.2,21,7070,24910,24910,390,1133,1133,71139062,12004809,9624,83.38965428,7719,7282,75.66500416,63.09678537,55,9690,2051,3983,66,26652,213,7168,17.7,13.2,0,No,0.31,0.08,0.08,25.3,8.3,0.36,0.17,0.09,5.82,364,17.9,4.3,0.17,0.66,74870,125.1,0.2,0.1
University at Buffalo,New York,2022-2023,10369,762,8712,918,19081,11131,53.61495111,9630,46.38504889,0,0,20761,3559,1916,3786,2077,5475,48.28893985,5863,51.71106015,0,0,11338,51.73369887,48.26630113,32099,2624,8.174709493,1789,5.573382348,1807,5.629458862,9426,29.36540079,41,0.127729836,3605,11.23087947,13,0.040499704,610,1.900370728,846,2.635596124,1270,3929,32.3237465,73.5,1065,4109,25.91871502,74,84,14917,48.214228,16022,51.785772,0,0,30939,9773,46.65361848,11175,53.34638152,0,0,20948,2174,17,51.98102017,2013,11,48.01897983,0,0,0,4215,GEDorHSDiplomaAccepted,Yes,3.8,50,Yes,610,53.55575066,592,51.97541703,3470,2482,1139,5.486248254,3,30,70,21,7070,24990,24990,295,1041,1041,101313580,7573914,14385,75.38913055,10964,9531,66.25651721,49.95021225,51,8513,980,4097,58,37039,599,6381,12,13.2,0,No,0.31,0.08,0.08,25.3,8.3,0.36,0.17,0.09,5.82,364,17.9,4.3,0.17,0.66,74870,125.1,0.2,0.1
North Carolina State University,North Carolina,2022-2023,11905,1382,11923,1044,23828,13287,50.60943094,12967,49.39056906,0,0,26254,3062,2294,2947,2143,5356,51.27321463,5090,48.72678537,0,0,10446,50.79836512,49.20163488,36700,784,2.136239782,2086,5.683923706,1540,4.196185286,17505,47.69754768,93,0.253405995,2442,6.653950954,19,0.051771117,1202,3.27520436,583,1.588555858,779,4218,18.46846847,86,768,4212,18.23361823,85,93.79,17360,49.01185771,18060,50.98814229,0,0,35420,7343,44.09945349,9308,55.90054651,0,0,16651,2656,9,48.11337787,2867,7,51.88662213,0,0,0,5539,GEDorHSDiplomaAccepted,Yes,3.84,85,Yes,724,56.65101721,554,43.34898279,4443,1815,1278,4.867829664,10,36,79,20,6535,29406,29406,272.29,1178.17,1178.17,109666706,23544067,16348,68.60835991,10126,9663,59.10814779,40.55313077,76.2,10883,1744,5032,47,24042,162,19029,16,7.25,1,Yes,0.35,0.1,0.11,29.8,13.6,0.37,0.21,0.11,4.84,419,27.3,6.8,0.22,0.68,56220,96.1,0.14,0.11
University of North Carolina at Chapel Hill,North Carolina,2022-2023,7626,406,11731,447,19357,8032,39.74270163,12178,60.25729837,0,0,20210,2713,1975,4438,2613,4688,39.93525854,7051,60.06474146,0,0,11739,39.81345269,60.18654731,31949,1253,3.921875489,1918,6.003317788,1669,5.223950671,10990,34.39857273,62,0.194059282,2788,8.726407712,10,0.031299884,1023,3.201978153,497,1.555604244,808,4224,19.12878788,91.3,855,4073,20.99189786,91.9,95.9,23862,41.70147324,33359,58.29852676,0,0,57221,3863,40.07261411,5777,59.92738589,0,0,9640,1673,6,37.85794814,2752,4,62.14205186,0,0,0,4435,HSDNoGED,Yes,4.47,85,Yes,444,49.16943522,459,50.83056478,3645,1535,903,4.468085106,14,44,56,20,7020,37360,37360,293,1557,1557,121094542,21819005,10873,56.17089425,7521,6900,63.45994666,35.64601953,100,17336,1357,6111,33,20680,0,0,15,7.25,1,Yes,0.35,0.1,0.11,29.8,13.6,0.37,0.21,0.11,4.84,419,27.3,6.8,0.22,0.68,56220,96.1,0.14,0.11
North Dakota State University,North Dakota,2022-2023,4496,480,4451,669,8947,4976,49.28684628,5120,50.71315372,0,0,10096,444,587,518,597,1031,48.04287046,1115,51.95712954,0,0,2146,49.06877961,50.93122039,12242,93,0.759679791,322,2.630289168,324,2.646626368,8657,70.71556935,50,0.408429995,146,1.192615586,4,0.0326744,413,3.37363176,87,0.710668191,497,2471,20.11331445,63.17,546,2529,21.58956109,64.87,75.22,3659,42.8705331,4876,57.1294669,0,0,8535,3471,42.50551065,4695,57.49448935,0,0,8166,1177,13,47.35376045,1308,15,52.64623955,0,0,0,2513,GEDorHSDiplomaAccepted,No,3.51,0,Yes,264,48.61878453,279,51.38121547,1031,993,543,5.37836767,59,37,63,21,10970,31415,31520,385,1137,1137,20991910,6687508,7049,78.78618531,4053,3405,48.30472407,38.05744942,47.3,6407,1094,2403,67,33491,56,7581,16,7.25,1,Yes,0.31,0.08,0.07,14.7,18,0.34,0.2,0.09,4.58,329,25.9,6.5,0.04,0.86,55800,94.6,0.1,0.08
